customerID,RiskScore,RiskTier,tenure,MonthlyCharges,Contract,InternetService,PaymentMethod
8654-DHAOW,4,call this month,2,54.15,Month-to-month,DSL,Mailed check
9638-JIQYA,4,call this month,2,24.9,Month-to-month,DSL,Credit card (automatic)
3278-FSIXX,4,call this month,2,45.25,Month-to-month,DSL,Mailed check
2342-CKIAO,4,call this month,2,20.3,Month-to-month,No,Mailed check
8006-PYCSW,4,call this month,2,20.1,Month-to-month,No,Mailed check
9700-ZCLOT,4,call this month,2,20,Month-to-month,No,Mailed check
0871-OPBXW,4,call this month,2,20.05,Month-to-month,No,Mailed check
7343-EOBEU,4,call this month,3,23.6,Month-to-month,No,Mailed check
2393-DIVAI,4,call this month,3,20,Month-to-month,No,Mailed check
0030-FNXPP,4,call this month,3,19.85,Month-to-month,No,Mailed check
9505-SQFSW,4,call this month,3,40.3,Month-to-month,DSL,Mailed check
3050-GBUSH,4,call this month,3,34.8,Month-to-month,DSL,Credit card (automatic)
7764-BDPEE,4,call this month,3,20.85,Month-to-month,No,Mailed check
0929-HYQEW,4,call this month,3,50.15,Month-to-month,DSL,Mailed check
4026-SKKHW,4,call this month,3,50.25,Month-to-month,DSL,Mailed check
0319-QZTCO,4,call this month,3,58.7,Month-to-month,DSL,Credit card (automatic)
9277-JOOMO,4,call this month,3,24.6,Month-to-month,No,Mailed check
7521-YXVZY,4,call this month,3,19.95,Month-to-month,No,Mailed check
7055-HNEOJ,4,call this month,3,55.8,Month-to-month,DSL,Mailed check
6184-DYUOB,4,call this month,3,19.6,Month-to-month,No,Mailed check
0463-WZZKO,4,call this month,3,20.75,Month-to-month,No,Credit card (automatic)
9261-WDCAF,4,call this month,3,54.65,Month-to-month,DSL,Mailed check
1763-WQFUK,4,call this month,3,50.5,Month-to-month,DSL,Mailed check
8963-JLGJT,4,call this month,3,55.9,Month-to-month,DSL,Mailed check
2637-FKFSY,4,call this month,3,46.1,Month-to-month,DSL,Mailed check
5156-UMKOW,4,call this month,3,29.65,Month-to-month,DSL,Mailed check
1465-WCZVT,4,call this month,3,19.65,Month-to-month,No,Mailed check
4061-UKJWL,4,call this month,3,45.45,Month-to-month,DSL,Mailed check
6351-SCJKT,4,call this month,3,41.35,Month-to-month,DSL,Mailed check
6734-CKRSM,4,call this month,3,20,Month-to-month,No,Mailed check
3082-VQXNH,4,call this month,3,29.8,Month-to-month,DSL,Credit card (automatic)
0975-VOOVL,4,call this month,3,29.2,Month-to-month,DSL,Mailed check
9631-XEYKE,4,call this month,3,50.4,Month-to-month,DSL,Bank transfer (automatic)
7785-RDVIG,4,call this month,3,19.3,Month-to-month,No,Mailed check
3806-YAZOV,4,call this month,3,18.8,Month-to-month,No,Mailed check
3594-KADLU,4,call this month,3,35.1,Month-to-month,DSL,Mailed check
7808-DVWEP,4,call this month,3,20,Month-to-month,No,Bank transfer (automatic)
8660-BUETV,4,call this month,3,44.75,Month-to-month,DSL,Mailed check
6542-LWGXJ,4,call this month,3,25,Month-to-month,DSL,Mailed check
2621-UDNLU,4,call this month,3,20.85,Month-to-month,No,Mailed check
7526-IVLYU,4,call this month,3,19.65,Month-to-month,No,Mailed check
3039-MJSLN,4,call this month,3,20.2,Month-to-month,No,Bank transfer (automatic)
0178-CIIKR,4,call this month,3,19.95,Month-to-month,No,Mailed check
6394-HHHZM,4,call this month,3,20.7,Month-to-month,No,Mailed check
5066-GFJMM,4,call this month,3,19.9,Month-to-month,No,Mailed check
3407-QGWLG,4,call this month,3,20.05,Month-to-month,No,Mailed check
9770-LXDBK,4,call this month,3,20.4,Month-to-month,No,Mailed check
9039-ZVJDC,4,call this month,3,19.1,Month-to-month,No,Mailed check
7219-TLZHO,4,call this month,4,20.85,Month-to-month,No,Mailed check
1456-TWCGB,4,call this month,4,49.25,Month-to-month,DSL,Mailed check
6231-WFGFH,4,call this month,4,20.5,Month-to-month,No,Mailed check
0620-XEFWH,4,call this month,4,18.85,Month-to-month,No,Mailed check
9367-OIUXP,4,call this month,4,20.7,Month-to-month,No,Mailed check
7874-ECPQJ,4,call this month,4,20.05,Month-to-month,No,Bank transfer (automatic)
3694-DELSO,4,call this month,4,38.55,Month-to-month,DSL,Credit card (automatic)
7878-JGDKK,4,call this month,4,44.55,Month-to-month,DSL,Mailed check
5702-SKUOB,4,call this month,4,19.6,Month-to-month,No,Mailed check
9929-PLVPA,4,call this month,4,20.4,Month-to-month,No,Credit card (automatic)
1215-VFYVK,4,call this month,4,48.25,Month-to-month,DSL,Mailed check
5222-JCXZT,4,call this month,4,19,Month-to-month,No,Mailed check
7075-BNDVQ,4,call this month,4,35,Month-to-month,DSL,Mailed check
1336-EZFZY,4,call this month,4,20.05,Month-to-month,No,Mailed check
7234-KMNRQ,4,call this month,4,19,Month-to-month,No,Mailed check
9618-LFJRU,4,call this month,4,20.45,Month-to-month,No,Credit card (automatic)
4558-CGYCZ,4,call this month,4,19.75,Month-to-month,No,Mailed check
6257-RJOHI,4,call this month,4,50.8,Month-to-month,DSL,Mailed check
1548-ARAGG,4,call this month,4,58.5,Month-to-month,DSL,Mailed check
6402-EJMWF,4,call this month,4,55.3,Month-to-month,DSL,Mailed check
9348-YVOMK,4,call this month,4,44.8,Month-to-month,DSL,Credit card (automatic)
5712-VBOXD,4,call this month,4,20.15,Month-to-month,No,Credit card (automatic)
8410-BGQXN,4,call this month,4,19.4,Month-to-month,No,Mailed check
8746-OQQRW,4,call this month,4,25.25,Month-to-month,No,Mailed check
7396-VJUZB,4,call this month,4,45.25,Month-to-month,DSL,Mailed check
5542-DHSXL,4,call this month,4,54.7,Month-to-month,DSL,Mailed check
9842-EFSYY,4,call this month,4,57.2,Month-to-month,DSL,Mailed check
3446-QDSZF,4,call this month,4,55.5,Month-to-month,DSL,Credit card (automatic)
7880-XSOJX,4,call this month,4,42.4,Month-to-month,DSL,Mailed check
4397-FRLTA,4,call this month,4,20.15,Month-to-month,No,Mailed check
5144-PQCDZ,4,call this month,4,19.95,Month-to-month,No,Mailed check
4430-YHXGG,4,call this month,4,25.45,Month-to-month,No,Mailed check
0690-SRQID,4,call this month,4,19.65,Month-to-month,No,Mailed check
7356-AYNJP,4,call this month,4,23.9,One year,No,Electronic check
9626-WEQRM,4,call this month,4,29.15,Month-to-month,DSL,Mailed check
7009-LGECI,4,call this month,4,50.55,Month-to-month,DSL,Bank transfer (automatic)
7976-CICYS,4,call this month,4,20.7,Month-to-month,No,Credit card (automatic)
6180-YBIQI,4,call this month,5,24.3,Month-to-month,DSL,Mailed check
4130-MZLCC,4,call this month,5,50.55,Month-to-month,DSL,Bank transfer (automatic)
9294-TDIPC,4,call this month,5,20.2,Month-to-month,No,Mailed check
2233-FAGXV,4,call this month,5,24.3,Month-to-month,No,Mailed check
6621-YOBKI,4,call this month,5,20.35,Month-to-month,No,Mailed check
1635-FJFCC,4,call this month,5,44.05,Month-to-month,DSL,Credit card (automatic)
7521-AFHAB,4,call this month,5,44.8,Month-to-month,DSL,Mailed check
2732-ISEZX,4,call this month,5,20.5,Month-to-month,No,Mailed check
6921-OZMFH,4,call this month,5,55.7,Month-to-month,DSL,Mailed check
1257-SXUXQ,4,call this month,5,19.45,Month-to-month,No,Mailed check
1925-GMVBW,4,call this month,5,20.55,Month-to-month,No,Credit card (automatic)
3977-QCRSL,4,call this month,5,20.15,Month-to-month,No,Mailed check
5349-AZPEW,4,call this month,5,25.05,Month-to-month,DSL,Mailed check
7311-MQJCH,4,call this month,5,19.55,One year,No,Electronic check
3113-IWHLC,4,call this month,5,55.8,Month-to-month,DSL,Mailed check
2439-QKJUL,4,call this month,5,20.25,Month-to-month,No,Mailed check
6377-KSLXC,4,call this month,5,19.95,Month-to-month,No,Mailed check
2739-CCZMB,4,call this month,5,20.35,Month-to-month,No,Credit card (automatic)
3694-GLTJM,4,call this month,5,19.65,Month-to-month,No,Credit card (automatic)
7284-BUYEC,4,call this month,5,50.95,Month-to-month,DSL,Credit card (automatic)
1814-DKOLC,4,call this month,5,25.45,Month-to-month,No,Mailed check
3675-EQOZA,4,call this month,5,20.65,Month-to-month,No,Bank transfer (automatic)
4324-AHJKS,4,call this month,5,55.8,Month-to-month,DSL,Credit card (automatic)
4256-ZWTZI,4,call this month,5,51,Month-to-month,DSL,Mailed check
4468-YDOVK,4,call this month,5,48.65,Month-to-month,DSL,Bank transfer (automatic)
0303-WMMRN,4,call this month,5,19.25,Month-to-month,No,Mailed check
2690-DVRVK,4,call this month,5,20.55,One year,No,Electronic check
3363-EWLGO,4,call this month,5,19.95,Month-to-month,No,Mailed check
2159-TURXX,4,call this month,5,20.05,Month-to-month,No,Credit card (automatic)
8217-QYOHV,4,call this month,5,55.75,Month-to-month,DSL,Mailed check
2075-RMJIK,4,call this month,5,49.4,Month-to-month,DSL,Mailed check
2928-HLDBA,4,call this month,6,20.7,Month-to-month,No,Mailed check
3077-RSNTJ,4,call this month,6,19.7,Month-to-month,No,Mailed check
0314-TKOSI,4,call this month,6,55.15,Month-to-month,DSL,Mailed check
4719-UMSIY,4,call this month,6,19.65,Month-to-month,No,Mailed check
4257-GAESD,4,call this month,6,45,Month-to-month,DSL,Credit card (automatic)
1641-BYBTK,4,call this month,6,20.2,Month-to-month,No,Mailed check
2720-FVBQP,4,call this month,6,48.95,Month-to-month,DSL,Credit card (automatic)
7554-AKDQF,4,call this month,6,45.65,Month-to-month,DSL,Mailed check
1345-GKDZZ,4,call this month,6,19.55,Month-to-month,No,Mailed check
7623-HKYRK,4,call this month,6,19.7,Month-to-month,No,Mailed check
6164-HXUGH,4,call this month,6,19.85,Month-to-month,No,Mailed check
9375-MHRRS,4,call this month,6,50.05,Month-to-month,DSL,Mailed check
7742-MYPGI,4,call this month,6,48.8,Month-to-month,DSL,Mailed check
7351-MHQVU,4,call this month,6,50.95,Month-to-month,DSL,Credit card (automatic)
7968-QUXNS,4,call this month,6,18.95,Month-to-month,No,Mailed check
6972-SNKKW,4,call this month,6,20,Month-to-month,No,Mailed check
6624-JDRDS,4,call this month,6,29.45,Month-to-month,DSL,Bank transfer (automatic)
9780-FKVVF,4,call this month,6,59.15,Month-to-month,DSL,Bank transfer (automatic)
3724-UCSHY,4,call this month,6,19.55,Month-to-month,No,Mailed check
5955-EPOAZ,4,call this month,6,20.95,Month-to-month,No,Mailed check
7787-BNTZM,4,call this month,6,20.15,Month-to-month,No,Bank transfer (automatic)
4647-XXZAM,4,call this month,6,45.5,Month-to-month,DSL,Mailed check
5600-PDUJF,4,call this month,6,49.5,Month-to-month,DSL,Credit card (automatic)
9970-QBCDA,4,call this month,6,19.7,Month-to-month,No,Credit card (automatic)
2676-OXPPQ,4,call this month,6,55.7,Month-to-month,DSL,Bank transfer (automatic)
1222-LRYKO,4,call this month,6,26.35,Month-to-month,No,Mailed check
6490-FGZAT,4,call this month,6,20.65,Month-to-month,No,Mailed check
4020-KIUDI,4,call this month,6,19.85,Month-to-month,No,Credit card (automatic)
5850-BDWCY,4,call this month,6,20.2,Month-to-month,No,Mailed check
6497-TILVL,4,call this month,7,50.7,Month-to-month,DSL,Mailed check
4320-QMLLA,4,call this month,7,54.85,Month-to-month,DSL,Mailed check
9788-YTFGE,4,call this month,7,19.95,Month-to-month,No,Mailed check
3012-VFFMN,4,call this month,7,20.65,Month-to-month,No,Mailed check
8259-NFJTV,4,call this month,7,34.65,Month-to-month,DSL,Mailed check
0274-JKUJR,4,call this month,7,58.85,Month-to-month,DSL,Mailed check
8887-IPQNC,4,call this month,7,44.25,Month-to-month,DSL,Mailed check
7629-WIXZF,4,call this month,7,59.1,One year,DSL,Electronic check
8295-FHIVV,4,call this month,7,19.4,Month-to-month,No,Mailed check
0750-EKNGL,4,call this month,7,20.75,Month-to-month,No,Mailed check
3530-CRZSB,4,call this month,7,20.65,Month-to-month,No,Mailed check
4452-QIIEB,4,call this month,7,43.9,Month-to-month,DSL,Mailed check
4797-MIWUM,4,call this month,7,20.25,Month-to-month,No,Bank transfer (automatic)
1329-VHWNP,4,call this month,7,25.05,Month-to-month,DSL,Bank transfer (automatic)
9027-YFHQJ,4,call this month,7,25.05,Month-to-month,No,Bank transfer (automatic)
6671-NGWON,4,call this month,7,20.35,Month-to-month,No,Mailed check
8242-JSVBO,4,call this month,7,44.65,Month-to-month,DSL,Bank transfer (automatic)
1386-ZIKUV,4,call this month,7,18.95,Month-to-month,No,Mailed check
4732-RRJZC,4,call this month,7,20.25,Month-to-month,No,Mailed check
2320-YKQBO,4,call this month,7,19.3,Month-to-month,No,Mailed check
0909-SDHNU,4,call this month,7,29.8,Month-to-month,DSL,Mailed check
1848-LBZHY,4,call this month,7,50.3,Month-to-month,DSL,Bank transfer (automatic)
5774-XZTQC,4,call this month,7,20.45,Month-to-month,No,Mailed check
1976-AZZPJ,4,call this month,7,34.2,Month-to-month,DSL,Mailed check
6258-NGCNG,4,call this month,7,23.5,Month-to-month,No,Mailed check
5590-ZSKRV,4,call this month,8,54.65,Month-to-month,DSL,Mailed check
6464-KEXXH,4,call this month,8,25.25,Month-to-month,DSL,Credit card (automatic)
4694-PHWFW,4,call this month,8,19.95,Month-to-month,No,Mailed check
1735-XMJVH,4,call this month,8,19.35,Month-to-month,No,Mailed check
6979-TNDEU,4,call this month,8,19.2,Month-to-month,No,Mailed check
9327-QSDED,4,call this month,8,43.55,Month-to-month,DSL,Mailed check
5515-RUGKN,4,call this month,8,54.75,Month-to-month,DSL,Credit card (automatic)
4365-MSDYN,4,call this month,8,19.55,Month-to-month,No,Bank transfer (automatic)
3981-QSVQI,4,call this month,8,19.7,Month-to-month,No,Bank transfer (automatic)
1226-JZNKR,4,call this month,8,19.8,One year,No,Electronic check
7140-ADSMJ,4,call this month,8,20.45,Month-to-month,No,Credit card (automatic)
2466-NEJOJ,4,call this month,8,19.65,Month-to-month,No,Credit card (automatic)
5133-VRSAB,4,call this month,8,29.35,Month-to-month,DSL,Mailed check
1614-JBEBI,4,call this month,8,20.7,Month-to-month,No,Mailed check
3272-VUHPV,4,call this month,8,56.3,Month-to-month,DSL,Bank transfer (automatic)
6483-OATDN,4,call this month,8,51.3,Month-to-month,DSL,Credit card (automatic)
4280-DLSHD,4,call this month,8,54.75,Month-to-month,DSL,Mailed check
7421-ZLUPA,4,call this month,8,29.25,Month-to-month,DSL,Mailed check
4608-LCIMN,4,call this month,8,44.65,Month-to-month,DSL,Bank transfer (automatic)
3345-PBBFH,4,call this month,8,49.55,Month-to-month,DSL,Bank transfer (automatic)
5345-BMKWB,4,call this month,8,20.25,Month-to-month,No,Mailed check
1850-AKQEP,4,call this month,8,20.35,Month-to-month,No,Mailed check
1045-LTCYT,4,call this month,8,21.05,Month-to-month,No,Credit card (automatic)
8455-HIRAQ,4,call this month,8,44.45,Month-to-month,DSL,Mailed check
4801-KFYKL,4,call this month,8,19.45,Month-to-month,No,Bank transfer (automatic)
2717-HVIZY,4,call this month,8,20.05,Month-to-month,No,Mailed check
3055-MJDSB,4,call this month,9,24.6,Month-to-month,DSL,Mailed check
0002-ORFBO,4,call this month,9,65.6,One year,DSL,Mailed check
4568-TTZRT,4,call this month,9,20.4,Month-to-month,No,Mailed check
8735-NBLWT,4,call this month,9,20.4,Month-to-month,No,Mailed check
0003-MKNFE,4,call this month,9,59.9,Month-to-month,DSL,Mailed check
1991-VOPLL,4,call this month,9,19.05,Month-to-month,No,Mailed check
0310-VQXAM,4,call this month,9,19.85,Month-to-month,No,Mailed check
6278-FEPBZ,4,call this month,9,20.25,Month-to-month,No,Mailed check
5396-IZEPB,4,call this month,9,19.7,Month-to-month,No,Credit card (automatic)
5778-BVOFB,4,call this month,9,59.5,Month-to-month,DSL,Bank transfer (automatic)
1385-TQOZW,4,call this month,9,20.45,Month-to-month,No,Credit card (automatic)
6202-JVYEU,4,call this month,9,19.9,One year,No,Electronic check
3589-PPVKW,4,call this month,9,44.4,Month-to-month,DSL,Mailed check
8075-GXIUB,4,call this month,9,19.85,One year,No,Credit card (automatic)
3173-NVMPX,4,call this month,9,55.3,Month-to-month,DSL,Mailed check
3948-FVVRP,4,call this month,9,54.8,Month-to-month,DSL,Mailed check
7054-ENNGU,4,call this month,9,50.85,Month-to-month,DSL,Mailed check
7727-SHVZV,4,call this month,9,19.5,Month-to-month,No,Bank transfer (automatic)
2791-SFVEW,4,call this month,9,20.15,Month-to-month,No,Bank transfer (automatic)
6713-OKOMC,4,call this month,10,29.75,Month-to-month,DSL,Mailed check
3675-YDUPJ,4,call this month,10,19.85,Month-to-month,No,Mailed check
8111-BKVDS,4,call this month,10,40.7,Month-to-month,DSL,Bank transfer (automatic)
8095-WANWK,4,call this month,10,45.25,Month-to-month,DSL,Mailed check
0114-RSRRW,4,call this month,10,19.95,Month-to-month,No,Bank transfer (automatic)
5555-RNPGT,4,call this month,10,24.8,Month-to-month,No,Credit card (automatic)
0380-ZCSBI,4,call this month,10,20,Month-to-month,No,Credit card (automatic)
9512-PHSMG,4,call this month,10,20.55,Month-to-month,No,Mailed check
1784-BXEFA,4,call this month,10,20.55,Month-to-month,No,Mailed check
7966-YOTQW,4,call this month,10,54.5,Month-to-month,DSL,Credit card (automatic)
4324-BZCKL,4,call this month,10,55.55,Month-to-month,DSL,Mailed check
8439-LTUGF,4,call this month,10,20,Month-to-month,No,Credit card (automatic)
5863-OOKCL,4,call this month,10,18.85,Month-to-month,No,Mailed check
3847-BAERP,4,call this month,10,20.9,Month-to-month,No,Mailed check
2428-ZMCTB,4,call this month,10,19.75,Month-to-month,No,Credit card (automatic)
7919-ZODZZ,4,call this month,10,65.9,One year,DSL,Mailed check
5651-CPDND,4,call this month,10,46,Month-to-month,DSL,Mailed check
4182-BGSIQ,4,call this month,10,19.8,Month-to-month,No,Bank transfer (automatic)
3682-YEUWS,4,call this month,10,24.4,Month-to-month,No,Mailed check
5018-HEKFO,4,call this month,10,24.5,Month-to-month,No,Mailed check
5424-RLQLC,4,call this month,10,59.65,Month-to-month,DSL,Mailed check
6143-JQKEA,4,call this month,10,45.8,Month-to-month,DSL,Credit card (automatic)
4936-YPJNK,4,call this month,10,19.9,Month-to-month,No,Mailed check
2709-UQGNP,4,call this month,10,51.65,Month-to-month,DSL,Mailed check
7094-MSZAO,4,call this month,10,20.05,Month-to-month,No,Credit card (automatic)
5081-NWSUP,4,call this month,10,64.9,One year,DSL,Mailed check
8735-DCXNF,4,call this month,10,54.95,Month-to-month,DSL,Credit card (automatic)
3898-BSJYF,4,call this month,10,73.55,One year,DSL,Credit card (automatic)
0463-ZSDNT,4,call this month,10,56.75,Month-to-month,DSL,Bank transfer (automatic)
2782-LFZVW,4,call this month,11,58.95,Month-to-month,DSL,Mailed check
5756-JYOJT,4,call this month,11,64.9,One year,DSL,Credit card (automatic)
4718-DHSMV,4,call this month,11,35.8,Month-to-month,DSL,Mailed check
7706-DZNKK,4,call this month,11,20.45,Month-to-month,No,Credit card (automatic)
1357-MVDOZ,4,call this month,11,59.65,Month-to-month,DSL,Bank transfer (automatic)
2371-JUNGC,4,call this month,11,20.25,Month-to-month,No,Mailed check
4063-EIKNQ,4,call this month,11,20.95,Month-to-month,No,Bank transfer (automatic)
6319-QSUSR,4,call this month,11,19.7,Month-to-month,No,Credit card (automatic)
6674-KVJHG,4,call this month,11,25.2,One year,No,Electronic check
7950-XWOVN,4,call this month,11,34.7,Month-to-month,DSL,Mailed check
1685-VAYJF,4,call this month,11,45.2,Month-to-month,DSL,Credit card (automatic)
9256-JTBNZ,4,call this month,11,20.3,Month-to-month,No,Bank transfer (automatic)
9496-IVVRP,4,call this month,11,51,Month-to-month,DSL,Bank transfer (automatic)
9932-WBWIK,4,call this month,11,20.35,Month-to-month,No,Mailed check
9873-MNDKV,4,call this month,11,44.65,Month-to-month,DSL,Mailed check
6859-RKMZJ,4,call this month,11,55.05,Month-to-month,DSL,Bank transfer (automatic)
0356-ERHVT,4,call this month,11,45.9,Month-to-month,DSL,Bank transfer (automatic)
1563-IWQEX,4,call this month,12,19.7,Month-to-month,No,Mailed check
7531-GQHME,4,call this month,12,20.05,Month-to-month,No,Credit card (automatic)
8942-DBMHZ,4,call this month,12,20.45,Month-to-month,No,Mailed check
2604-XVDAM,4,call this month,12,43.8,Month-to-month,DSL,Bank transfer (automatic)
8791-GFXLZ,4,call this month,12,49.05,Month-to-month,DSL,Bank transfer (automatic)
9089-UOWJG,4,call this month,12,58.35,Month-to-month,DSL,Credit card (automatic)
5777-ZPQNC,4,call this month,12,20.15,One year,No,Electronic check
4123-FCVCB,4,call this month,12,75.85,One year,DSL,Mailed check
7176-WIONM,4,call this month,12,49.85,Month-to-month,DSL,Bank transfer (automatic)
6476-EPYZR,4,call this month,12,20.5,Month-to-month,No,Mailed check
2882-DDZPG,4,call this month,12,19.45,Month-to-month,No,Bank transfer (automatic)
3750-RNQKR,4,call this month,12,19.45,Month-to-month,No,Mailed check
6838-HVLXG,4,call this month,12,20.3,Month-to-month,No,Mailed check
0953-LGOVU,4,call this month,12,35.5,Month-to-month,DSL,Mailed check
0208-BPQEJ,4,call this month,12,19.4,Month-to-month,No,Bank transfer (automatic)
5311-IHLEI,4,call this month,12,50.95,Month-to-month,DSL,Bank transfer (automatic)
6898-MDLZW,4,call this month,12,53.75,Month-to-month,DSL,Mailed check
4177-JPDFU,4,call this month,12,34,Month-to-month,DSL,Mailed check
7669-LCRSD,4,call this month,12,56.3,Month-to-month,DSL,Mailed check
7777-UNYHB,4,call this month,12,20.1,Month-to-month,No,Credit card (automatic)
1202-KKGFU,4,call this month,12,54.2,Month-to-month,DSL,Bank transfer (automatic)
1600-DILPE,4,call this month,12,45,Month-to-month,DSL,Bank transfer (automatic)
9367-TCUYN,4,call this month,12,20.1,Month-to-month,No,Mailed check
3566-VVORZ,4,call this month,12,45.9,Month-to-month,DSL,Bank transfer (automatic)
1539-LNKHM,4,call this month,12,20.4,Month-to-month,No,Mailed check
0547-HURJB,4,call this month,12,21.05,Month-to-month,No,Credit card (automatic)
8992-VONJD,4,call this month,13,56,Month-to-month,DSL,Electronic check
0811-GSDTP,4,call this month,13,30.15,Month-to-month,DSL,Electronic check
4581-LNWUM,4,call this month,13,49.15,Month-to-month,DSL,Electronic check
4418-LZMSV,4,call this month,13,61.8,Month-to-month,DSL,Bank transfer (automatic)
6366-XIVKZ,4,call this month,13,63.15,Month-to-month,DSL,Mailed check
6599-GZWCM,4,call this month,13,74.65,One year,Fiber optic,Mailed check
8474-UMLNT,4,call this month,13,67.8,Month-to-month,DSL,Bank transfer (automatic)
6253-WRFHY,4,call this month,13,64.75,One year,DSL,Electronic check
4486-EFAEB,4,call this month,13,20.4,Month-to-month,No,Electronic check
6507-DTJZV,4,call this month,13,66.4,Month-to-month,DSL,Credit card (automatic)
6339-DKLMK,4,call this month,13,31.65,Month-to-month,DSL,Electronic check
5716-LIBJC,4,call this month,13,104.15,One year,Fiber optic,Credit card (automatic)
1442-BQPVU,4,call this month,13,29.15,Month-to-month,DSL,Electronic check
0550-DCXLH,4,call this month,13,73.35,Month-to-month,DSL,Mailed check
8645-KWHJO,4,call this month,14,55,Month-to-month,DSL,Electronic check
8967-SZQAS,4,call this month,14,50.45,Month-to-month,DSL,Electronic check
8198-RKSZG,4,call this month,14,80.45,Month-to-month,DSL,Credit card (automatic)
3059-NGMXB,4,call this month,14,69.2,Month-to-month,DSL,Mailed check
8317-BVKSO,4,call this month,14,20.05,Month-to-month,No,Electronic check
2257-BOVXD,4,call this month,14,66.6,Month-to-month,DSL,Credit card (automatic)
3466-BYAVD,4,call this month,15,69.5,Month-to-month,DSL,Mailed check
8404-VLQFB,4,call this month,15,25.25,Month-to-month,No,Electronic check
0851-DFJKB,4,call this month,15,58.95,Month-to-month,DSL,Electronic check
9578-FOMUK,4,call this month,15,24.8,Month-to-month,No,Electronic check
0799-DDIHE,4,call this month,15,46.3,Month-to-month,DSL,Electronic check
9163-GHAYE,4,call this month,15,48.85,Month-to-month,DSL,Electronic check
7610-TVOPG,4,call this month,15,26.35,Month-to-month,No,Electronic check
9938-EKRGF,4,call this month,15,84.45,Month-to-month,DSL,Mailed check
0430-IHCDJ,4,call this month,15,49,Month-to-month,DSL,Electronic check
1101-SSWAG,4,call this month,15,51.1,Month-to-month,DSL,Electronic check
6476-YHMGA,4,call this month,15,76.5,Month-to-month,DSL,Bank transfer (automatic)
1159-WFSGR,4,call this month,16,20.4,Month-to-month,No,Electronic check
0106-GHRQR,4,call this month,16,71.4,Month-to-month,DSL,Bank transfer (automatic)
6648-INWPS,4,call this month,16,20.15,Month-to-month,No,Electronic check
5402-HTOTQ,4,call this month,16,55.3,Month-to-month,DSL,Electronic check
7130-CTCUS,4,call this month,16,54.55,Month-to-month,DSL,Bank transfer (automatic)
6537-QLGEX,4,call this month,16,38.9,Month-to-month,DSL,Electronic check
8652-YHIYU,4,call this month,16,79.5,One year,Fiber optic,Credit card (automatic)
3181-MIZBN,4,call this month,16,19.75,Month-to-month,No,Electronic check
3688-FTHLT,4,call this month,16,63.05,Month-to-month,DSL,Bank transfer (automatic)
0872-JCPIB,4,call this month,17,65.75,Month-to-month,DSL,Bank transfer (automatic)
2085-BOJKI,4,call this month,17,96.65,One year,Fiber optic,Bank transfer (automatic)
0820-FNRNX,4,call this month,17,66.7,Month-to-month,DSL,Mailed check
1703-MGIAB,4,call this month,17,69,Month-to-month,DSL,Mailed check
6217-TOWGS,4,call this month,17,75.4,Month-to-month,DSL,Bank transfer (automatic)
3633-CDBUW,4,call this month,17,80.85,One year,DSL,Electronic check
7088-FBAWU,4,call this month,17,74.55,Month-to-month,DSL,Mailed check
5651-WYIPH,4,call this month,18,49.85,Month-to-month,DSL,Credit card (automatic)
6890-PFRQX,4,call this month,18,69.5,Month-to-month,DSL,Mailed check
2023-VQFDL,4,call this month,18,19,Month-to-month,No,Electronic check
6620-JDYNW,4,call this month,18,60.6,Month-to-month,DSL,Mailed check
2195-VVRJF,4,call this month,18,59.1,Month-to-month,DSL,Credit card (automatic)
2432-TFSMK,4,call this month,18,89.6,One year,Fiber optic,Credit card (automatic)
1986-PHGZF,4,call this month,18,58.4,Month-to-month,DSL,Credit card (automatic)
6133-OZILE,4,call this month,18,35.2,Month-to-month,DSL,Electronic check
1310-QRITU,4,call this month,18,50.3,Month-to-month,DSL,Electronic check
8096-LOIST,4,call this month,19,56.2,Month-to-month,DSL,Electronic check
6429-SHBCB,4,call this month,19,69.6,Month-to-month,DSL,Mailed check
3665-JATSN,4,call this month,19,39.7,Month-to-month,DSL,Electronic check
0228-MAUWC,4,call this month,19,59.55,Month-to-month,DSL,Electronic check
3011-WQKSZ,4,call this month,19,20,Month-to-month,No,Electronic check
7661-CPURM,4,call this month,19,87.7,One year,Fiber optic,Credit card (automatic)
4976-LNFVV,4,call this month,19,34.3,Month-to-month,DSL,Credit card (automatic)
4003-FUSHP,4,call this month,19,61.55,Month-to-month,DSL,Credit card (automatic)
5448-VWNAM,4,call this month,19,75.9,Month-to-month,DSL,Mailed check
6668-CNMFP,4,call this month,19,89.35,One year,Fiber optic,Bank transfer (automatic)
3808-HFKDE,4,call this month,20,44.35,Month-to-month,DSL,Electronic check
4712-UYOOI,4,call this month,20,20,Month-to-month,No,Electronic check
0384-RVBPI,4,call this month,20,64.4,Month-to-month,DSL,Credit card (automatic)
8263-OKETD,4,call this month,20,68.9,Month-to-month,DSL,Credit card (automatic)
1208-NBVFH,4,call this month,20,49.6,Month-to-month,DSL,Electronic check
1840-BIUOG,4,call this month,20,68.7,One year,DSL,Electronic check
5149-TGWDZ,4,call this month,21,104.55,One year,Fiber optic,Mailed check
0668-OGMHD,4,call this month,21,28.5,Month-to-month,DSL,Electronic check
7108-DGVUU,4,call this month,21,71.7,One year,DSL,Bank transfer (automatic)
8220-OCUFY,4,call this month,21,60.25,One year,DSL,Electronic check
